zouave zuavog
fisher fiŝkaptistog
fish fiŝkaptig
fish fiŝog
fiscal fiskag
fisc fiskog
firtree pinarbog
firstly unueg
first unuag
firmament ĉielog
firmness fortikecog
firework fajraĵo
fireside hejmog
fireplace kamenog
fire-engine brulpumpilog
fire-dog kamenstabletog
fire fajrog
fir abiog
finish finig
finger fingrog
finery ornamaĵog
fine delikatag
find trovig
financier financistog
financial financag
finance financog
finally fineg
final finag
fin naĝilog
filthy malpuregag
filth malpuraĵog
filter filtrilog
film membrano
filly ĉevalidinog
fillet lumbaĵog
fill plenigig
filigree filigranog
filiation genealogiog
filial filiag
file fajlig
filch ŝtelig
filament fibrog
fight batalig
fig figog
fife fifrog
fiery fervoregag
fierce kruelegag
field kampog
fidget movadiĝig
fidelity fidelecog
fiddler violonistog
fiddle violonog
fictitious fiktivag
fickle ŝanĝeblag
fibre fibrog
fiasco fiaskog
fiancée fianĉinog
fiance fianĉog
few kelkaj
feverish febrag
fever febrog
feudality feŭdalecog
feudal feŭdalag
feud malpacegog
fetter katenog
fetid malbonodorag
fetichism fetiĉismog
fetich fetiĉog
fetch alportig
festoon festonog
festival festog
fester ulceriĝig
festal festag
fervour fervorog
fervent fervorag
fervency fervorecog
fertilize fruktigig
fertile fruktodonag
ferry-boat pramog
ferry pramig
ferret ĉasputorog
ferocity kruelego
ferocious kruelegag
fern filikog
ferment fermentig
fennel fenkolog
fender fajrgardog
fend defendig
fence palisarog
fencing skermog
fence skermig
fen marĉejog
feminism feminismo
feminine virinseksa
female virino
felt feltog
felon krimulog
fellow-citizen samurbanog
fell faligig
felicity feliĉecog
feint ŝaĵnigog
feign ŝajnigig
feeling palpog
feeling sentog
feel sentig
feed nutrig
feebleness malfortecog
feeble malfortag
fee pagig
federative federag
federal federag
fecundate fruktigig
february februarog
febrile febrag
feather-duster plumbalailog
feather plumog
feat heroaĵog
feast festenig
feast regalig
feasible fareblag
fear timog
fear timig
fealty fidelecog
fay feo
fawn-coloured brunruĝag
fawn cervidog
favourable favorag
favour favorog
favour favorig
faulty mankhavag
fault kulpog
faucet kranog
fatten grasigig
fatiguing lacigag
fatigued lacag
fatigue lacecog
fatigue lacigig
fathom-line sondilog
fathom sondig
fatherly patrag
fatherhood patrecog
father-in-law bopatrog
fatherland patrolandog
father patrog
fate sortog
fatally fataleg
fatality fatalog
fatalism fatalismog
fatal fatalag
fat grasag
fasting fastinteg
fastidious malŝatemag
fasten alligig
fast rapidag
fast fastog
fast fastig
fascination ensorĉog
fascinate ensorĉig
farrier forĝistog
farmhouse farmodomog
farm farmog
farm farmig
farewell adiaŭg
farce ŝercog
far malproksimag
fantasy fantaziog
fantastical strangegag
fanfaronade fanfaronadog
fancy imagig
fanciful imagag
fanaticism fanatikecog
fanatical fanatikag
fanatic fanatikulog
fan ventumilog
fan ventumig
famous famag
famished malsategag
famine malsategog
family familiog
familiarity kutimetog
familiarize kutimigig
familiar kutimag
fame famog
falsifier falsintog
falsification falsadog
falsify falsig
falsehood mensogog
false falsag
fallow senkulturegag
fallacy sofismog
fall falog
fall falig
falcon falkog
faithful fidelag
faith fidog
fairy feinog
fairly justeg
fair justag
faint svenig
failure malprosperog
fail malprosperig
fail mankig
fagot branĉarog
fag laboregig
fading velkantog
fade velkig
faculty kapablog
faculty fakultatog
factory fabrikejog
factious malpacag
faction sektog
fact faktog
facsimile faksimilog
facility facilecog
facilitate faciligig
facetious ŝercag
facet facetog
face vizaĝog
fabulous fablag
fabulist fablistog
fabrication fabrikadog
fabricate fabrikig
fabric fabrikog
fable fablog
eyelid palpebrog
eyelash okulharog
eyeglasses lornog
eyebrow brovog
eye okulog
exultation ĝojegog
exult ĝojegig
exude guteti
exuberant plenegag
extricate liberigig
extremity ekstremaĵog
extremely treegeg
extreme ekstremag
extravagant malŝparemag
extravagance malŝparog
extraordinary eksterordag
extract ekstrakto
extract ekstrakti
extra ekstrag
extort eltiregig
extol laŭdegig
extirpate elradikigig
extinguish estingig
extinct estingitag
external eksterag
exterminate ekstermig
exterior eksteraĵog
extensive vastag
extension etendog
extend etendig
extempore senpreparag
extant ekzistantag
exquisite ravag
expunge elstrekig
expulsion elpelog
expressly specialeg
expression esprimog
express esprimig
expound klarigig
expostulate rezonegig
exposition ekspoziciog
expose montrig
explosion eksplodog
explorer esploristog
explore esplorig
exploit ekspluatig
exploit heroaĵog
explode eksplodig
explicit klarag
explication klarigog
explanation klarigog
explain klarigig
expiation elpagog
expiate elpagig
expert lertag
experiment eksperimentog
experiment eksperimentig
experienced spertag
experience sentig
experience spertog
expensive multekostag
expense elspezog
expenditure elspezadog
expend elspezig
expel elpelig
expeditiously rapideg
expeditious rapidegag
expedite ekspedig
expectorate kraĉig
expectation atendog
expect atendig
expand etendig
expanse etendecog
exotic alilandag
exorbitant supermezurag
exonerate pravigig
exit elirog
existence ekzistaĵog
exist ekzistig
exile ekzilig
exigent postulag
exigence postulo—ecog
exhume elterigig
exhort admonig
exhibition ekspoziciog
exhibit elmontrig
exhaustion konsumitecog
exhaust konsumig
exhale odorig
exercise-book kajerog
exercise ekzercog
exercise ekzercig
exempt liberag
exempt liberigig
exemplify ekzempligig
exemplary ekzemplag
exemplar ekzemplerog
executive regantarog
executioner ekzekutistog
execute ekzekutig
execrate malbenegig
execrable abomenag
excuse pardoni
excusable pardoneblag
excursion ekskursog
exculpate senkulpigig
excruciate turmentegig
excrescence elkreskaĵog
excrement ekskrementog
excoriation defrotaĵog
excommunicate ekskomunikig
exclusive ekskluzivag
exclusion eksigecog
exclude eksigig
exclaim ekkriig
excitement ekscitegog
excite ekscitig
exchange interŝanĝig
excessively troeg
excessive troag
excess malmoderecog
exception esceptog
except esceptig
except kromg
excellent bonegag
excellency ekscelenco
excellence bonecog
excel superig
exceed superig
excavator terfosistog
excavate kavigi
excavate kavigig
exasperate koleregigig
example ekzemplog
examine ekzamenig
examination ekzamenog
exalt laŭdegig
exaggeration trograndigog
exaggerate trograndigig
exactness akuratecog
exact ĝustag
exact postulig
ewer kruĉegog
ewe ŝafinog
evolution evoluciog
evoke elvokig
evil malbona
evil malbono
evidently evidenteg
evident evidentag
evidence evidentecog
everywhere ĉieg
everyway ĉielg
everything ĉiog
everyone's ĉiesg
everyone ĉiug
every ĉiug
everlasting eternag
ever ĉiamg
eventful okazplenag
event okazog
evening vesperog
even eĉg
eve antaŭtagog
evasion artifikog
evasion forkurog
evaporation vaporiĝog
evaporate vaporiĝig
evangelical evangeliag
evade evitig
evacuate malplenigig
european eŭropanog
europe eŭropog
euphonious belsonag
euphonic bonsonag
eulogy laŭdegog
eulogize laŭdegig
eucharist eŭkaristog
etymology vortodevenog
etiquette etiketog
etiology etiologiog
ethology etologiog
ethnography etnografiog
ethical etikag
ethereal eterag
ether eterog
eternity eternecog
eternal eternag
estuary estuariog
estrange forigig
estimation estimadog
estimate estimig
estimable estimindag
esteem estimig
estate bienog
establish fondig
essential esencag
essence esencog
essay provig
espy vidi
espouse edziĝig
especially precipeg
especial specialag
escutcheon blazonog
escort gardig
escort gardistarog
eschew evitig
escarpment krutegaĵog
escape forkurig
erysipelas erisipelog
eruption ekzantemog
eructation ruktog
error erarog
erroneous erarag
erratum erarog
erratic erarag
errand komisiog
err erarig
erotic erotikag
erection konstruog
erect vertikalag
erect starigig
ere antaŭ
erasure surstrekaĵog
eraser skrapiletog
erase surstrekig
eradicate elradikigig
era tempokalkulog
equivocal dusencag
equivalent ekvivalentag
equity justecog
equitable justag
equinox tagnoktegalecog
equilibrium ekvilibrog
equator ekvatorog
equation ekvaciog
equally egaleg
equalise egaligig
equality egalecog
equal egalag
equable egalag
epoch epokog
epitomise mallongigig
epitome resumog
epithet epitetog
epitaph epitafog
epistolary leterag
epistle leterog
episode epizodog
episcopacy episkopecog
epiphany epifaniog
epilogue epilogog
epileptic epilepsiag
epilepsy epilepsiog
epigram epigramog
epidermis epidermog
epidemic epidemiog
epicure epikuristog
epic epopeog
epic epopeag
ephemeral mallonga
epaulet epoletog
envy enviig
envoy senditog
environs ĉirkaŭaĵog
envious enviemag
enviable enviindag
envenom venenig
envelope kovertog
envelop envolvig
enunciate eldirig
enumerate denombrig
entwine kunplektig
entry enirog
entreaty petegog
entreat petegig
entrance ĉarmig
entrance enirog
entrails internaĵog
entr'acte interaktog
entomology entomologiog
entomb entombigig
entirely tuteg
entire tutag
entice allogig
enthusiastic entuziasmag
enthusiast entuziasmulog
enthusiasm entuziasmog
entertain regalig
enterprise entreprenog
enter eniri
entangle implikig
ensue sekvig
enslave sklavigig
ensign-bearer standardistog
enrol varbig
enrichment riĉigog
enrich riĉigig
enrapture ravig
enrage furiozigig
enquiry informiĝog
enquire informiĝig
enough sufiĉeg
enormous grandegag
ennoble nobeligig
enmity malamikecog
enliven gajigig
enlistment varbog
enlist varbig
enlighten klerigig
enlarge pligrandigig
enjoy ĝuig
enjoin ordonig
enigma enigmog
enhale enspirig
engraving gravuraĵog
engraver gravuristog
engrave gravurig
englishman anglog
english anglag
england anglujo
engineer inĝenierog
engine maŝinog
engage servigi
enfranchise afranki
enervate malfortigig
energy energiog
energetic energiag
enemy malamikog
enema klisterilog
endow dotig
endless eternag
endeavour penog
endeavour penig
endearment karesog
end finog
end finig
encroach trudig
encyclopedia enciklopediog
encourage kuraĝigig
encounter renkontig
encore bisg
encompass ĉirkaŭig
enclose enfermig
enchantment ensorĉog
enchant ravig
encase enkasigig
enamel emajlig
enamel emajlog
enactment regulog
enact regulig
enable ebligig
emulation superemog
emulate superemig
empty malplenag
empty malplenigig
empress imperiestrinog
empower rajtigig
employment oficog
empire imperiog
emphasise akcentegig
emphasis patoso
emphatic patosa
emperor imperiestrog
emotion kortuŝecog
emolument salajrog
emmet formikog
emit ellasig
emissary emisario
eminent eminentag
eminence altaĵog
emigration elmigrado
emigrate elmigrig
emigrant elmigrantog
emetic vomilog
emergency ekokazog
emerald smeraldog
embryology embriologiog
embryo embriog
embroider brodig
embrace ĉirkaŭprenig
embossment reliefog
embolden kuraĝiĝig
emblem emblemog
embers brulaĵog
embellish beligi
embarrassment embarasog
embarrass embarasig
embark enŝipiĝig
embalm balzamumig
emancipate liberigig
emanate devenig
emaciated malgrasegag
elsewhere alilokeg
else alieg
elope forkurig
eloquent elokventag
eloquence elokventecog
elocution parolsciencog
elm ulmog
ellipse elipsog
ell ulnog
elite eminentularog
elision eliziog
eliminate elmetig
eligibility elekteblecog
eligible elekteblag
elide eliziig
elicit eltirig
elf koboldo
elevate altigig
elephant elefantog
elementary elementag
element elementog
elegy elegiog
elegant elegantag
elegance elegantecog
electrify elektrigig
electricity elektrog
electric elektrag
elector elektantog
election elektog
elder pliaĝag
elbow kubutog
elasticity elastecog
elastic elastaĵog
elastic elastag
elaborate prilaborig
eject elĵetig
ejaculation ekkriog
either aŭg
eight okg
eider-duck molanasog
eider-down lanugog
egyptian egiptog
egress elirog
egoist egoistog
egoism egoismog
egg-shaped ovoformag
egg ovog
effulgent radilumag
effrontery senhontecog
effort penog
efflux defluadog
effluvium malbonodorog
efflorescence floradog
effigy figurog
efficacy efikecog
efficacious efikag
effervesce ŝaŭmadig
effectual efektivag
effectively efektiveg
effective efektivag
effect efektivigig
efface surstrekig
eel angilog
educator edukistog
educated klerag
educate edukig
editor eldonistog
edition eldonog
edit eldoni
edify edifig
edifice konstruaĵog
edict ordonog
edible manĝeblag
edge randog
eden edenog
eddy akvoturniĝog
eddy turniĝadig
eczema ekzemog
ecstacy ravog
economy ŝparemog
economist ekonomiistog
economise ŝparig
economics ekonomiog
economical ŝparemag
eclogue eklogog
ecliptic ekliptikog
eclipse mallumiĝog
echo eĥog
ecclesiastical ekleziag
ecclesiastic ekleziulog
eccentric strangag
ebullition boladog
ebriety ebriecog
ebony ebonog
eaves defluilog
eatable manĝeblag
eat manĝig
easy facilag
easterly orientag
easter paskog
east orientog
ease komfortog
earthquake tertremog
earthly monda
earthenware fajencog
earth terog
earring orelringog
earnestness seriozecog
earnestly forte
earnest diligentag
earn perlaborig
earldom graflandog
earl grafog
ear orelog
eagle aglog
eager avidag
dyspepsia dispepsiog
dysentery disenteriog
dynasty dinastiog
dynamite dinamitog
dynamism dinamismog
dynamics dinamikog
dyke digog
dyer kolorigistog
dye kolorigilog
dye kolorigig
dwindle malgrandiĝig
dwelling loĝejog
dwell loĝi
dwarf malgrandegulog
dutiful respektemag
duty devog
dutchman holandanog
dustman kotistog
duster viŝilog
dust polvog
dusky malhelag
during dumg
duration daŭrog
durable fortikag
duplicity trompemog
duplicate duobligig
dupe trompig
dungeon malliberejog
dungheap sterkaĵog
dung sterkog
dunce malklerulog
dumbness mutecog
dumb mutag
